pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
white	chrXIX	9500001	9550000	0.0224477294343333	1424	5570	248132	22428
white	chrXIX	9550001	9600000	0.0158098223215072	1514	4126	260977	26683
common	chrXIX	9550001	9600000	0.0174082791751351	1514	4334	248962	38698
common	chrXIX	9600001	9650000	0.035876638858487	1315	7900	220199	29651
white	chrXIX	9600001	9650000	0.0316696190720882	1315	7026	221853	27997
common	chrXIX	9650001	9700000	0.0147682451849839	1457	3587	242886	33944
white	chrXIX	9650001	9700000	0.0138160895625105	1457	3453	249926	26904
common	chrXIX	9700001	9750000	0.0210385179961129	1486	5131	243886	38454
white	chrXIX	9700001	9750000	0.0149103156214997	1486	3887	260692	21648
common	chrXIX	9750001	9800000	0.0239181459259489	1573	6155	257336	41534
white	chrXIX	9750001	9800000	0.0235380006545326	1573	6545	278061	20809
common	chrXIX	9800001	9850000	0.018553555311347	1601	4913	264801	39389
white	chrXIX	9800001	9850000	0.0185089901316139	1601	5216	281809	22381
white	chrXIX	9850001	9900000	0.0181743185682778	1365	4318	237588	21762
common	chrXIX	9850001	9900000	0.0176612231999394	1365	3968	224673	34677
common	chrXIX	9900001	9950000	0.012451087608134	1677	3427	275237	43393
white	chrXIX	9900001	9950000	0.0113018127021514	1677	3330	294643	23987
common	chrXIX	9950001	10000000	0.0164267938767824	1638	4449	270838	40382
white	chrXIX	9950001	10000000	0.0124281614336938	1638	3473	279446	31774
common	chrXIX	10000001	10050000	0.0069444963278967	1629	1859	267694	41816
white	chrXIX	10000001	10050000	0.0054287019682192	1629	1509	277967	31543
common	chrXIX	10050001	10100000	0.0105267269495927	1858	3234	307218	45802
white	chrXIX	10050001	10100000	0.0104064653712737	1858	3411	327777	25243
common	chrXIX	10100001	10150000	0.0085927807274413	1458	2057	239387	37633
white	chrXIX	10100001	10150000	0.0064531558283675	1458	1619	250885	26135
common	chrXIX	10150001	10200000	0.0129984235569761	1676	3595	276572	41868
white	chrXIX	10150001	10200000	0.0093169404524489	1676	2719	291834	26606
common	chrXIX	10200001	10250000	0.0106529114257765	1802	3071	288278	54102
white	chrXIX	10200001	10250000	0.0075103984011762	1802	2360	314231	28149
white	chrXIX	10250001	10300000	0.0113220767021612	1512	2941	259758	27522
common	chrXIX	10250001	10300000	0.014350914408768	1512	3572	248904	38376
common	chrXIX	10300001	10350000	0.0159338963043675	1692	4387	275325	46155
white	chrXIX	10300001	10350000	0.0163876168912264	1692	4842	295467	26013
common	chrXIX	10350001	10400000	0.0300601122679153	1532	7556	251363	39717
white	chrXIX	10350001	10400000	0.0248426131865646	1532	6590	265270	25810
common	chrXIX	10400001	10450000	0.0163173215795736	1605	4361	267262	37688
white	chrXIX	10400001	10450000	0.0136050975695361	1605	3760	276367	28583
common	chrXIX	10450001	10500000	0.0191913029008819	1668	5190	270435	46485
white	chrXIX	10450001	10500000	0.0185968023535557	1668	5411	290964	25956
common	chrXIX	10500001	10550000	0.0115686361420149	1498	2871	248171	36449
white	chrXIX	10500001	10550000	0.0094133133928432	1498	2417	256764	27856
white	chrXIX	10550001	10600000	0.0153347858965549	1654	4441	289603	24657
common	chrXIX	10550001	10600000	0.0187346964096089	1654	5134	274037	40223
common	chrXIX	10600001	10650000	0.0132365800390383	1464	3194	241301	36859
white	chrXIX	10600001	10650000	0.0118230598914216	1464	3001	253826	24334
common	chrXIX	10650001	10700000	0.023853956874411	1337	5164	216484	37546
white	chrXIX	10650001	10700000	0.0228946058660991	1337	5336	233068	20962
common	chrXIX	10700001	10750000	0.0251563452748703	1225	4992	198439	34311
white	chrXIX	10700001	10750000	0.0269099819080587	1225	5667	210591	22159
common	chrXIX	10750001	10800000	0.0288409967493249	1292	6184	214417	31063
white	chrXIX	10750001	10800000	0.0259660591949133	1292	5799	223330	22150
common	chrXIX	10800001	10850000	0.0280389414802065	1148	5213	185920	32200
white	chrXIX	10800001	10850000	0.0248960371513929	1148	4975	199831	18289
white	chrXIX	10850001	10900000	0.0197581936354903	1300	4566	231094	15906
common	chrXIX	10850001	10900000	0.0247941328453519	1300	5230	210937	36063
common	chrXIX	10900001	10950000	0.0191070326807627	1242	3902	204218	31762
white	chrXIX	10900001	10950000	0.0173148458176047	1242	3775	218021	17959
common	chrXIX	10950001	11000000	0.0180208011533312	1003	2975	165087	25483
white	chrXIX	10950001	11000000	0.0193706818090751	1003	3384	174697	15873
common	chrXIX	11000001	11050000	0.0139868177337288	1380	3164	226213	35987
white	chrXIX	11000001	11050000	0.0134085520398986	1380	3280	244620	17580
common	chrXIX	11050001	11100000	0.0133525349519395	1276	2763	206927	35513
white	chrXIX	11050001	11100000	0.0112511453261709	1276	2505	222644	19796
common	chrXIX	11100001	11150000	0.0133077008320926	1264	2762	207549	32611
white	chrXIX	11100001	11150000	0.0100539536245944	1264	2197	218521	21639
white	chrXIX	11150001	11200000	0.0286206945288539	1219	6075	212259	19351
common	chrXIX	11150001	11200000	0.0286955357541317	1219	5787	201669	29941
common	chrXIX	11200001	11250000	0.0242064566967913	993	3932	162436	26234
white	chrXIX	11200001	11250000	0.0154447714093209	993	2682	173651	15019
common	chrXIX	11250001	11300000	0.013694298501654	1257	2815	205560	33270
white	chrXIX	11250001	11300000	0.0154893056565462	1257	3387	218667	20163
common	chrXIX	11300001	11350000	0.020760133570841	1148	3811	183573	34547
white	chrXIX	11300001	11350000	0.0212465571561614	1148	4289	201868	16252
common	chrXIX	11350001	11400000	0.018911725026435	1000	3112	164554	25446
white	chrXIX	11350001	11400000	0.0181647281345689	1000	3150	173413	16587
common	chrXIX	11400001	11450000	0.0225282435242182	1187	4399	195266	30264
white	chrXIX	11400001	11450000	0.0229168673538194	1187	4758	207620	17910
common	chrXIX	11450001	11500000	0.0138905307956023	1900	4465	321442	39558
white	chrXIX	11450001	11500000	0.0144819226597887	1900	4767	329169	31831
white	chrXIX	11500001	11550000	0.0126416807564656	1474	3230	255504	24556
common	chrXIX	11500001	11550000	0.0118907580306831	1474	2891	243130	36930
common	chrXIX	11550001	11600000	0.0116556944300569	1728	3263	279949	48371
white	chrXIX	11550001	11600000	0.0120047742139691	1728	3641	303296	25024
common	chrXIX	11600001	11650000	0.0190227225477589	1579	4941	259742	40268
white	chrXIX	11600001	11650000	0.0174980651002497	1579	4793	273916	26094
common	chrXIX	11650001	11700000	0.0144852639418765	1613	3812	263164	43306
white	chrXIX	11650001	11700000	0.0155000641381964	1613	4350	280644	25826
common	chrXIX	11700001	11750000	0.015353254275129	1517	3796	247244	40986
white	chrXIX	11700001	11750000	0.0131474491477187	1517	3511	267048	21182
common	chrXIX	11750001	11800000	0.0166742005570218	1628	4574	274316	35004
white	chrXIX	11750001	11800000	0.014640472439257	1628	4098	279909	29411
white	chrXIX	11800001	11850000	0.0314919754574927	1733	9403	298584	30686
common	chrXIX	11800001	11850000	0.0330674925438429	1733	9524	288017	41253
common	chrXIX	11850001	11900000	0.0181183098591549	1672	4824	266250	51430
white	chrXIX	11850001	11900000	0.0152185934279538	1672	4541	298385	19295
common	chrXIX	11900001	11950000	0.0134373384935277	1493	3354	249603	34067
white	chrXIX	11900001	11950000	0.0109751516127301	1493	2863	260862	22808
common	chrXIX	11950001	12000000	0.0093020210229526	1582	2415	259621	40959
white	chrXIX	11950001	12000000	0.0100260525181081	1582	2767	275981	24599
common	chrXIX	12000001	12050000	0.0142741908854621	1322	3026	211991	39189
white	chrXIX	12000001	12050000	0.0133286086930534	1322	3122	234233	16947
common	chrXIX	12050001	12100000	0.0181458578041871	1433	4202	231568	40702
white	chrXIX	12050001	12100000	0.0157380413556113	1433	3957	251429	20841
common	chrXIX	12100001	12150000	0.0185432722445517	1365	4023	216952	42398
white	chrXIX	12100001	12150000	0.0196577070031881	1365	4723	240262	19088
white	chrXIX	12150001	12200000	0.0144851600339953	1381	3511	242386	20004
common	chrXIX	12150001	12200000	0.0130174007660937	1381	2943	226082	36308
common	chrXIX	12200001	12250000	0.0184058570932794	1478	4402	239163	41657
white	chrXIX	12200001	12250000	0.0193964263412855	1478	5001	257831	22989
common	chrXIX	12250001	12300000	0.0207769424502411	1604	5519	265631	39129
white	chrXIX	12250001	12300000	0.0209172600577547	1604	5831	278765	25995
common	chrXIX	12300001	12350000	0.0181177864755021	1465	4342	239654	38696
white	chrXIX	12300001	12350000	0.015018695552365	1465	3860	257013	21337
common	chrXIX	12350001	12400000	0.0143724618602491	1756	4116	286381	47259
white	chrXIX	12350001	12400000	0.0133473411992888	1756	4129	309350	24290
common	chrXIX	12400001	12450000	0.0092370497564625	1818	2765	299338	46082
white	chrXIX	12400001	12450000	0.0113802848852046	1818	3612	317391	28029
white	chrXIX	12450001	12500000	0.0220219453522149	2017	7763	352512	30718
common	chrXIX	12450001	12500000	0.0210689178633659	2017	7013	332860	50370
common	chrXIX	12500001	12550000	0.0152947615696593	1811	4499	294153	49937
white	chrXIX	12500001	12550000	0.0146315483992358	1811	4588	313569	30521
common	chrXIX	12550001	12600000	0.0217650878773278	1452	5195	238685	37195
white	chrXIX	12550001	12600000	0.0204828748772865	1452	5237	255677	20203
common	chrXIX	12600001	12650000	0.0172281624852893	1683	4787	277859	41911
white	chrXIX	12600001	12650000	0.0189774625516882	1683	5544	292136	27634
common	chrXIX	12650001	12700000	0.0182648263585089	2013	6033	330307	52163
white	chrXIX	12650001	12700000	0.0176917674422572	2013	6222	351689	30781
common	chrXIX	12700001	12750000	0.010843693224733	1506	2656	244935	41205
white	chrXIX	12700001	12750000	0.0102357873171842	1506	2698	263585	22555
common	chrXIX	12750001	12800000	0.0151643066083154	1351	3323	219133	37557
white	chrXIX	12750001	12800000	0.0210381313465171	1351	4933	234479	22211
white	chrXIX	12800001	12850000	0.0211018119769237	1434	5194	246140	26320
common	chrXIX	12800001	12850000	0.0194203256148351	1434	4565	235063	37397
common	chrXIX	12850001	12900000	0.0115685200472153	1603	2999	259238	45332
white	chrXIX	12850001	12900000	0.011469623502567	1603	3217	280480	24090
common	chrXIX	12900001	12950000	0.0208394634357421	1743	6020	288875	42295
white	chrXIX	12900001	12950000	0.0208672611260912	1743	6253	299656	31514
common	chrXIX	12950001	13000000	0.0213441561172561	1464	5075	237770	40390
white	chrXIX	12950001	13000000	0.0238885514430707	1464	6096	255185	22975
common	chrXIX	13000001	13050000	0.0161522382387273	1568	4165	257859	40061
white	chrXIX	13000001	13050000	0.0168667497612852	1568	4628	274386	23534
common	chrXIX	13050001	13100000	0.0149191413851464	1645	4002	268246	44304
white	chrXIX	13050001	13100000	0.0162701458173445	1645	4664	286660	25890
white	chrXIX	13100001	13150000	0.0185009812652881	1434	4591	248149	24311
common	chrXIX	13100001	13150000	0.0170048973425338	1434	4007	235638	36822
common	chrXIX	13150001	13200000	0.0063541779169816	1683	1765	277770	42000
white	chrXIX	13150001	13200000	0.0086173249298293	1683	2539	294639	25131
common	chrXIX	13200001	13250000	0.0170361472097848	1897	5304	311338	49092
white	chrXIX	13200001	13250000	0.0151719201184149	1897	5002	329688	30742
common	chrXIX	13250001	13300000	0.0070323446382074	2040	2374	337583	50017
white	chrXIX	13250001	13300000	0.0058692928886204	2040	2099	357624	29976
common	chrXIX	13300001	13350000	0.0119358318544037	1438	2744	229896	43324
white	chrXIX	13300001	13350000	0.0134298306360255	1438	3355	249817	23403
common	chrXIX	13350001	13400000	0.0227143311418915	1648	6143	270446	42674
white	chrXIX	13350001	13400000	0.0193172512387746	1648	5567	288188	24932
white	chrXIX	13400001	13450000	0.0122483697193081	1219	2592	211620	19990
common	chrXIX	13400001	13450000	0.0134100756516652	1219	2705	201714	29896
white	chrXIX	13450001	13500000	0.0147105852254557	1278	3220	218890	23930
common	chrXIX	13450001	13500000	0.013302659569348	1278	2764	207778	35042
common	chrXIX	13500001	13550000	0.0153797285126093	1515	3825	248704	39146
white	chrXIX	13500001	13550000	0.0167628938767608	1515	4416	263439	24411
common	chrXIX	13550001	13600000	0.0232237937973598	1277	4824	207718	34912
white	chrXIX	13550001	13600000	0.0265115348591901	1277	5831	219942	22688
common	chrXIX	13600001	13650000	0.0164105815792354	1599	4348	264951	38859
white	chrXIX	13600001	13650000	0.0168118972097119	1599	4696	279326	24484
common	chrXIX	13650001	13700000	0.0089124748135317	1385	2017	226312	36838
white	chrXIX	13650001	13700000	0.0104292017649418	1385	2470	236835	26315
common	chrXIX	13700001	13750000	0.0135906989193926	1444	3148	231629	42731
white	chrXIX	13700001	13750000	0.0119493250587979	1444	3023	252985	21375
common	chrXIX	13750001	13800000	0.0132456701673379	1463	3167	239097	38873
white	chrXIX	13750001	13800000	0.013535915922491	1463	3462	255764	22206
white	chrXIX	13800001	13850000	0.0084055986611897	1644	2431	289212	23148
common	chrXIX	13800001	13850000	0.0153272914857452	1644	4130	269454	42906
common	chrXIX	13850001	13900000	0.0090336166052493	1997	3003	332425	47005
white	chrXIX	13850001	13900000	0.0095719746194531	1997	3263	340891	38539
common	chrXIX	13900001	13950000	0.0106642562816416	1409	2513	235647	32063
white	chrXIX	13900001	13950000	0.0101717511706566	1409	2472	243026	24684
common	chrXIX	13950001	14000000	0.0034619733828177	1047	597	172445	26485
white	chrXIX	13950001	14000000	0.0043275197596185	1047	795	183708	15222
common	chrXIX	14000001	14050000	0.0069224668012156	1544	1763	254678	38682
white	chrXIX	14000001	14050000	0.008434909983695	1544	2240	265563	27797
common	chrXIX	14050001	14100000	0.0059330188457837	1299	1264	213045	33765
white	chrXIX	14050001	14100000	0.0080358597489289	1299	1825	227107	19703
white	chrXIX	14100001	14150000	0.0073291908770389	1300	1636	223217	23783
common	chrXIX	14100001	14150000	0.0075821557479534	1300	1607	211945	35055
common	chrXIX	14150001	14200000	0.0107792797812427	1387	2515	233318	30212
white	chrXIX	14150001	14200000	0.0091418733071577	1387	2177	238135	25395
common	chrXIX	14200001	14250000	0.0043624995559344	1725	1228	281490	46260
white	chrXIX	14200001	14250000	0.004452830942183	1725	1338	300483	27267
common	chrXIX	14250001	14300000	0.0310134752776402	1409	7015	226192	41518
white	chrXIX	14250001	14300000	0.0308882177175784	1409	7660	247991	19719
common	chrXIX	14300001	14350000	0.0387693322143627	1627	10348	266912	42218
white	chrXIX	14300001	14350000	0.0385875640877375	1627	11011	285351	23779
common	chrXIX	14350001	14400000	0.0216107453768514	1503	5295	245017	40553
white	chrXIX	14350001	14400000	0.0245877961824111	1503	6469	263098	22472
white	chrXIX	14400001	14450000	0.0204228096691096	1211	4297	210402	19688
common	chrXIX	14400001	14450000	0.023626164205506	1211	4835	204646	25444
common	chrXIX	14450001	14500000	0.0333746863544358	1299	7156	214414	32396
white	chrXIX	14450001	14500000	0.0295322777848381	1299	6739	228191	18619
common	chrXIX	14500001	14550000	0.0090918387720417	1263	1867	205349	34621
white	chrXIX	14500001	14550000	0.0098980903961524	1263	2163	218527	21443
common	chrXIX	14550001	14600000	0.0214170550816404	1034	3653	170565	25895
white	chrXIX	14550001	14600000	0.021997601891592	1034	3926	178474	17986
common	chrXIX	14600001	14650000	0.0159775001073468	1429	3721	232890	38620
white	chrXIX	14600001	14650000	0.0147718945585449	1429	3689	249731	21779
common	chrXIX	14650001	14700000	0.012031621456538	1376	2738	227567	33873
white	chrXIX	14650001	14700000	0.0097802261911707	1376	2347	239974	21466
white	chrXIX	14700001	14750000	0.0119765046914333	1140	2355	196635	19965
common	chrXIX	14700001	14750000	0.0186846475010212	1140	3522	188497	28103
common	chrXIX	14750001	14800000	0.0186178420986778	1465	4464	239770	38580
white	chrXIX	14750001	14800000	0.0121457331613306	1465	3107	255810	22540
common	chrXIX	14800001	14850000	0.0419982350458504	797	5473	130315	21115
white	chrXIX	14800001	14850000	0.0398533444616668	797	5348	134192	17238
common	chrXIX	14850001	14900000	0.0253346381215627	1065	4427	174741	27609
white	chrXIX	14850001	14900000	0.0270744738850725	1065	4966	183420	18930
common	chrXIX	14900001	14950000	0.0188178198808419	1531	4684	248913	41977
white	chrXIX	14900001	14950000	0.0230017144365974	1531	6185	268893	21997
common	chrXIX	14950001	15000000	0.0196800896924441	1123	3616	183739	29631
white	chrXIX	14950001	15000000	0.0183748132117277	1123	3566	194070	19300
white	chrXIX	15000001	15050000	0.019107580643744	1312	4349	227606	21674
common	chrXIX	15000001	15050000	0.0226617641624478	1312	4906	216488	32792
common	chrXIX	15050001	15100000	0.0105545417599668	1555	2649	250982	44468
white	chrXIX	15050001	15100000	0.0116924694364032	1555	3203	273937	21513
common	chrXIX	15100001	15150000	0.0086210778394088	1489	2106	244285	38625
white	chrXIX	15100001	15150000	0.0067078162159226	1489	1729	257759	25151
common	chrXIX	15150001	15200000	0.0122601737933407	1270	2565	209214	32086
white	chrXIX	15150001	15200000	0.0102741715639175	1270	2299	223765	17535
common	chrXIX	15200001	15250000	0.0108234265152559	1287	2277	210377	34153
white	chrXIX	15200001	15250000	0.0093719308908178	1287	2128	227061	17469
common	chrXIX	15250001	15300000	0.0045163777093399	1539	1160	256843	35567
white	chrXIX	15250001	15300000	0.0042640299426301	1539	1129	264773	27637
common	chrXIX	15300001	15350000	0.008257070116287	1399	1920	232528	33282
white	chrXIX	15300001	15350000	0.009459403905447	1399	2301	243250	22560
white	chrXIX	15350001	15400000	0.0192392006185879	1452	4827	250894	24986
common	chrXIX	15350001	15400000	0.0205223029755266	1452	4950	241201	34679
white	chrXIX	15400001	15450000	0.0054586673759134	1343	1293	236871	18299
common	chrXIX	15400001	15450000	0.0067369365328549	1343	1502	222950	32220
common	chrXIX	15450001	15500000	0.0025893791689916	1654	710	274197	40063
white	chrXIX	15450001	15500000	0.0039546826011325	1654	1139	288013	26247
common	chrXIX	15500001	15550000	0.0226660107414529	1477	5575	245963	34667
white	chrXIX	15500001	15550000	0.0206860845485852	1477	5274	254954	25676
common	chrXIX	15550001	15600000	0.0151955578258041	1658	4135	272119	42901
white	chrXIX	15550001	15600000	0.013941976525885	1658	4129	296156	18864
common	chrXIX	15600001	15650000	0.0088410259900077	1084	1559	176337	29623
white	chrXIX	15600001	15650000	0.0113893642576983	1084	2143	188158	17802
common	chrXIX	15650001	15700000	0.0180786899590612	777	2314	127996	19634
white	chrXIX	15650001	15700000	0.019206859915758	777	2549	132713	14917
white	chrXIX	15700001	15750000	0.0142833859329392	1551	3856	269964	24726
common	chrXIX	15700001	15750000	0.016166408747771	1551	4116	254602	40088
common	chrXIX	15750001	15800000	0.012856598403502	1742	3677	286001	44979
white	chrXIX	15750001	15800000	0.010211316603826	1742	3082	301822	29158
common	chrXIX	15800001	15850000	0.0156155857364752	1094	2825	180909	26951
white	chrXIX	15800001	15850000	0.0156809020733988	1094	2976	189785	18075
common	chrXIX	15850001	15900000	0.0103658362583112	1728	2906	280344	47976
white	chrXIX	15850001	15900000	0.0088823755144169	1728	2685	302284	26036
common	chrXIX	15900001	15950000	0.0135512156237544	1716	3842	283517	42523
white	chrXIX	15900001	15950000	0.0124492539454327	1716	3732	299777	26263
common	chrXIX	15950001	16000000	0.0127284118691734	1311	2702	212281	36809
white	chrXIX	15950001	16000000	0.0116390915359647	1311	2650	227681	21409
white	chrXIX	16000001	16050000	0.0146520615805094	1348	3431	234165	21955
common	chrXIX	16000001	16050000	0.014271882792448	1348	3125	218962	37158
common	chrXIX	16050001	16100000	0.0140588446172438	1619	3804	270577	37033
white	chrXIX	16050001	16100000	0.0145521383745803	1619	4109	282364	25246
common	chrXIX	16100001	16150000	0.0184575945310831	1471	4320	234050	45440
white	chrXIX	16100001	16150000	0.016261071757715	1471	4217	259331	20159
common	chrXIX	16150001	16200000	0.0207261593814325	1722	5991	289055	38125
white	chrXIX	16150001	16200000	0.0246738277008402	1722	7385	299305	27875
common	chrXIX	16200001	16250000	0.018716093199758	1968	6096	325709	48211
white	chrXIX	16200001	16250000	0.0207119441194527	1968	7152	345308	28612
common	chrXIX	16250001	16300000	0.0157200953023294	1547	3939	250571	43359
white	chrXIX	16250001	16300000	0.0098801207029524	1547	2639	267102	26828
white	chrXIX	16300001	16350000	0.004437584410573	1874	1472	331712	24348
common	chrXIX	16300001	16350000	0.0052848341076076	1874	1604	303510	52550
common	chrXIX	16350001	16400000	0.0125841953331729	1640	3348	266048	45552
white	chrXIX	16350001	16400000	0.0167664670658682	1640	4760	283900	27700
common	chrXIX	16400001	16450000	0.0098029929910967	1543	2484	253392	39778
white	chrXIX	16400001	16450000	0.0110157281786528	1543	2936	266528	26642
common	chrXIX	16450001	16500000	0.0222309594414074	1318	4693	211102	39318
white	chrXIX	16450001	16500000	0.0218429917555087	1318	5116	234217	16203
common	chrXIX	16500001	16550000	0.0211795538009031	1096	3766	177813	30427
white	chrXIX	16500001	16550000	0.0232226079386816	1096	4375	188394	19846
common	chrXIX	16550001	16600000	0.0176909508240278	1653	4794	270986	43084
white	chrXIX	16550001	16600000	0.0187159515398028	1653	5356	286173	27897
common	chrXIX	16600001	16650000	0.0257879070376003	1510	6307	244572	42328
white	chrXIX	16600001	16650000	0.0276928018599528	1510	7242	261512	25388
white	chrXIX	16650001	16700000	0.0238701980434263	1800	7503	314325	27675
common	chrXIX	16650001	16700000	0.0257966929790408	1800	7487	290231	51769
common	chrXIX	16700001	16750000	0.0172798035285748	2040	5854	338777	48823
white	chrXIX	16700001	16750000	0.017261662431738	2040	6148	356165	31435
common	chrXIX	16750001	16800000	0.0218923580459848	1798	6448	294532	47088
white	chrXIX	16750001	16800000	0.0186542433120407	1798	5826	312315	29305
common	chrXIX	16800001	16850000	0.014333313879147	2304	5403	376954	60806
white	chrXIX	16800001	16850000	0.0126953245554044	2304	5142	405031	32729
common	chrXIX	16850001	16900000	0.0136089918521063	1886	4199	308546	49794
white	chrXIX	16850001	16900000	0.0153371350268149	1886	5059	329853	28487
common	chrXIX	16900001	16950000	0.0169494950855895	1830	5032	296882	50818
white	chrXIX	16900001	16950000	0.0180630771179398	1830	5847	323699	24001
white	chrXIX	16950001	17000000	0.0228218906195161	1896	7543	330516	29724
common	chrXIX	16950001	17000000	0.0209195111426893	1896	6448	308229	52011
common	chrXIX	17000001	17050000	0.0199106904994481	1930	6278	315308	51392
white	chrXIX	17000001	17050000	0.0192057029513966	1930	6439	335265	31435
common	chrXIX	17050001	17100000	0.0297154561336573	1524	7399	248995	40565
white	chrXIX	17050001	17100000	0.0302965940984601	1524	7988	263660	25900
common	chrXIX	17100001	17150000	0.0372324439843723	1637	10035	269523	41507
white	chrXIX	17100001	17150000	0.0343480475680233	1637	9777	284645	26385
common	chrXIX	17150001	17200000	0.023365726148018	1650	6427	275061	38439
white	chrXIX	17150001	17200000	0.0234389440094857	1650	6721	286745	26755
common	chrXIX	17200001	17250000	0.0225285109156076	934	3457	153450	24010
white	chrXIX	17200001	17250000	0.0249989090251672	934	4010	160407	17053
common	chrXIX	17250001	17300000	0.0353664117147153	187	1082	30594	4936
white	chrXIX	17250001	17300000	0.0546750941868792	187	1756	32117	3413
white	chrXIX	17300001	17350000	0.0241621096608523	1738	7264	300636	29584
common	chrXIX	17300001	17350000	0.0242418553554232	1738	6973	287643	42577
common	chrXIX	17350001	17400000	0.0271327364993057	1478	6507	239821	40999
white	chrXIX	17350001	17400000	0.0243512007714922	1478	6237	256127	24693
common	chrXIX	17400001	17450000	0.0206913275815221	2106	7082	342269	57871
white	chrXIX	17400001	17450000	0.0205911521155311	2106	7537	366031	34109
common	chrXIX	17450001	17500000	0.0171574092546736	1586	4386	255633	45707
white	chrXIX	17450001	17500000	0.0177189763819496	1586	4887	275806	25534
common	chrXIX	17500001	17550000	0.0341433901381466	2116	11851	347095	54945
white	chrXIX	17500001	17550000	0.0328462660148117	2116	12006	365521	36519
common	chrXIX	17550001	17600000	0.0324953214442976	1743	9446	290688	40482
white	chrXIX	17550001	17600000	0.0294429682085576	1743	8964	304453	26717
white	chrXIX	17600001	17650000	0.0199470901508354	1477	5180	259687	20943
common	chrXIX	17600001	17650000	0.0196428647187846	1477	4630	235709	44921
common	chrXIX	17650001	17700000	0.0204480809325585	1719	5708	279146	47464
white	chrXIX	17650001	17700000	0.0196567129085351	1719	5852	297710	28900
common	chrXIX	17700001	17750000	0.0186226726168787	1706	5162	277189	46951
white	chrXIX	17700001	17750000	0.0214164062814306	1706	6388	298276	25864
common	chrXIX	17750001	17800000	0.0379553356824493	1602	9759	257118	47262
white	chrXIX	17750001	17800000	0.0367410786799341	1602	10405	283198	21182
common	chrXIX	17800001	17850000	0.0218527907673558	1812	6491	297033	47247
white	chrXIX	17800001	17850000	0.0214243397461881	1812	6871	320710	23570
common	chrXIX	17850001	17900000	0.0234749286927761	1755	6757	287839	45611
white	chrXIX	17850001	17900000	0.0238795257676972	1755	7253	303733	29717
common	chrXIX	17900001	17950000	0.0280497118655835	1929	8888	316866	49644
white	chrXIX	17900001	17950000	0.0280118187826179	1929	9452	337429	29081
white	chrXIX	17950001	18000000	0.0339511059371362	2452	14582	429500	36380
common	chrXIX	17950001	18000000	0.0353045166210267	2452	14259	403886	61994
common	chrXIX	18000001	18050000	0.0270092973050339	2040	9058	335366	52234
white	chrXIX	18000001	18050000	0.0281519579061469	2040	9973	354256	33344
common	chrXIX	18050001	18100000	0.0375948475587409	1898	11797	313793	46827
white	chrXIX	18050001	18100000	0.0372283560496459	1898	12223	328325	32295
common	chrXIX	18100001	18150000	0.029070897645699	1723	8225	282929	44441
white	chrXIX	18100001	18150000	0.0304967359247108	1723	9203	301770	25600
common	chrXIX	18150001	18200000	0.0303829757495282	1395	6956	228944	36106
white	chrXIX	18150001	18200000	0.0285611715006094	1395	6842	239556	25494
common	chrXIX	18200001	18250000	0.0199273014521195	1954	6458	324078	47182
white	chrXIX	18200001	18250000	0.0189528236643292	1954	6495	342693	28567
white	chrXIX	18250001	18300000	0.038249108526791	1955	13054	341289	30161
common	chrXIX	18250001	18300000	0.0403066317593656	1955	12840	318558	52892
common	chrXIX	18300001	18350000	0.0193270609762128	1933	6253	323536	43734
white	chrXIX	18300001	18350000	0.0189352908070948	1933	6258	330494	36776
common	chrXIX	18350001	18400000	0.019907654007309	2083	6989	351071	44699
white	chrXIX	18350001	18400000	0.0206798325218976	2083	7463	360883	34887
common	chrXIX	18400001	18450000	0.0331020856759864	1920	10421	314814	49986
white	chrXIX	18400001	18450000	0.0329480913818744	1920	11144	338229	26571
common	chrXIX	18450001	18500000	0.0331354627971984	1750	9495	286551	45949
white	chrXIX	18450001	18500000	0.0322202656650251	1750	9899	307229	25271
common	chrXIX	18500001	18550000	0.027647001237062	1380	6213	224726	37474
white	chrXIX	18500001	18550000	0.0272818639409824	1380	6542	239793	22407
white	chrXIX	18550001	18600000	0.0373623348017621	1666	10856	290560	25980
common	chrXIX	18550001	18600000	0.0361353611888943	1666	9872	273195	43345
white	chrXIX	18600001	18650000	0.0423958945656368	1582	11756	277291	23289
common	chrXIX	18600001	18650000	0.0425618207591746	1582	10809	253960	46620
common	chrXIX	18650001	18700000	0.047246121481982	1499	11746	248613	36197
white	chrXIX	18650001	18700000	0.0459380748007357	1499	11988	260960	23850
common	chrXIX	18700001	18750000	0.0352861008117045	1505	8803	249475	36475
white	chrXIX	18700001	18750000	0.0335561596105012	1505	8629	257151	28799
common	chrXIX	18750001	18800000	0.0438753043705669	1718	12415	282961	43459
white	chrXIX	18750001	18800000	0.0427451059319191	1718	12743	298116	28304
common	chrXIX	18800001	18850000	0.057790268060687	1568	14703	254420	43500
white	chrXIX	18800001	18850000	0.057992877813155	1568	15992	275758	22162
common	chrXIX	18850001	18900000	0.0430533126846153	1661	11704	271849	43741
white	chrXIX	18850001	18900000	0.043171650454484	1661	12458	288569	27021
common	chrXIX	18900001	18950000	0.0326621560358911	1423	7637	233818	36552
white	chrXIX	18900001	18950000	0.0332150553314214	1423	8200	246876	23494
white	chrXIX	18950001	19000000	0.0327973591736769	1581	8932	272339	28051
