pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
common	white	chrXIX	17950001	18000000	0.0349104145897546	2452	30536	874696	106104
common	white	chrXIX	18000001	18050000	0.0278862103284308	2040	20174	723440	92560
common	white	chrXIX	18050001	18100000	0.0386058551471505	1898	26010	673732	85468
common	white	chrXIX	18100001	18150000	0.0300066507570126	1723	18408	613464	75736
common	white	chrXIX	18150001	18200000	0.0296764638869902	1395	14588	491568	66432
common	white	chrXIX	18200001	18250000	0.0196084036015435	1954	13720	699700	81900
common	white	chrXIX	18250001	18300000	0.0407331857870132	1955	28196	692212	89788
common	white	chrXIX	18300001	18350000	0.0194726071722159	1933	13360	686092	87108
common	white	chrXIX	18350001	18400000	0.0210782792892065	2083	15762	747784	85416
common	white	chrXIX	18400001	18450000	0.0327118347338935	1920	22422	685440	82560
common	white	chrXIX	18450001	18500000	0.0325874861999024	1750	20308	623184	76816
common	white	chrXIX	18500001	18550000	0.0274772186191609	1380	13388	487240	64760
common	white	chrXIX	18550001	18600000	0.0367438523341839	1666	21714	590956	75444
common	white	chrXIX	18600001	18650000	0.0425304943752424	1582	23682	556824	75976
common	white	chrXIX	18650001	18700000	0.0466724545699488	1499	24944	534448	65152
common	white	chrXIX	18700001	18750000	0.0345383973100444	1505	18366	531756	70244
common	white	chrXIX	18750001	18800000	0.0433097482212712	1718	26394	609424	77776
common	white	chrXIX	18800001	18850000	0.0584648261273123	1568	32502	555924	71276
common	white	chrXIX	18850001	18900000	0.0434951192136321	1661	25576	588020	76380
common	white	chrXIX	18900001	18950000	0.0331192005710207	1423	16704	504360	64840
common	white	chrXIX	18950001	19000000	0.0329130943947258	1581	18212	553336	79064
common	white	chrXIX	19000001	19050000	0.0321896644323389	1624	18460	573476	76124
common	white	chrXIX	19050001	19100000	0.019741966709773	1499	10442	528924	70676
common	white	chrXIX	19100001	19150000	0.0321875828386443	1413	16028	497956	67244
common	white	chrXIX	19150001	19200000	0.0226235371584208	1520	12094	534576	73424
common	white	chrXIX	19200001	19250000	0.0262685553507325	1157	10830	412280	50520
common	white	chrXIX	19250001	19300000	0.0325935980806869	1782	20650	633560	79240
common	white	chrXIX	19300001	19350000	0.0290037503730907	1733	17880	616472	76728
common	white	chrXIX	19350001	19400000	0.0253879653224392	1673	15064	593352	75848
common	white	chrXIX	19400001	19450000	0.0368401425046218	1414	18572	504124	61476
common	white	chrXIX	19450001	19500000	0.0268806368720713	1561	14938	555716	68684
common	white	chrXIX	19500001	19550000	0.0335680876416084	1265	15100	449832	56168
common	white	chrXIX	19550001	19600000	0.0366392874499087	1417	18396	502084	64716
common	white	chrXIX	19600001	19650000	0.0404074456554208	1328	18938	468676	62524
common	white	chrXIX	19650001	19700000	0.025536209575534	1550	14068	550904	69096
common	white	chrXIX	19700001	19750000	0.0192085028055695	1529	10352	538928	72672
common	white	chrXIX	19750001	19800000	0.0247096190545368	1694	14968	605756	71844
common	white	chrXIX	19800001	19850000	0.0253354568253793	1232	11072	437016	55784
common	white	chrXIX	19850001	19900000	0.0231153701903573	1487	12080	522596	72204
common	white	chrXIX	19900001	19950000	0.0341831965490922	1296	15944	466428	51972
common	white	chrXIX	19950001	20000000	0.0359309109814568	969	12440	346220	41380
common	white	chrXIX	20000001	20050000	0.0288443181095012	1059	10878	377128	46472
common	white	chrXIX	20050001	20100000	0.0303121284542495	927	10096	333068	37732
common	white	chrXIX	20100001	20150000	0.0249624231815673	1181	10496	420472	51928
common	white	chrXIX	20150001	20200000	0.0225013385686239	1268	10086	448240	58960
common	white	chrXIX	20200001	20250000	0.0144365285515029	1361	6914	478924	65476
common	white	chrXIX	20250001	20300000	0.0199100112485939	1412	9912	497840	66960
common	white	chrXIX	20300001	20350000	0.0169928337462381	1358	8176	481144	62056
common	white	chrXIX	20350001	20400000	0.0261887673415305	1410	13282	507164	56836
common	white	chrXIX	20400001	20450000	0.0210920183989132	947	7080	335672	43128
common	white	chrXIX	20450001	20500000	0.0249839323424094	1089	9796	392092	43508
common	white	chrXIX	20500001	20550000	0.0314783617640824	1023	11286	358532	50668
common	white	chrXIX	20550001	20600000	0.0605859251031418	583	12218	201664	31536
