pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
white	chrII	5300001	5350000	0.0416478411928867	1024	31802	763593	35127
common	chrII	5350001	5400000	0.040353396018604	1175	34037	843473	73027
white	chrII	5350001	5400000	0.0410620156366896	1175	35950	875505	40995
common	chrII	5400001	5450000	0.0392740158612889	1080	30035	764755	77645
white	chrII	5400001	5450000	0.0390805709058183	1080	31527	806718	35682
white	chrII	5450001	5500000	0.0474802462017165	881	31373	660759	26421
common	chrII	5450001	5500000	0.0469650554223824	881	29604	630341	56839
common	chrII	5500001	5550000	0.0466510725418585	1147	38372	822532	72128
white	chrII	5500001	5550000	0.0446870332337565	1147	38295	856960	37700
common	chrII	5550001	5600000	0.0449378918762544	935	29980	667143	62157
white	chrII	5550001	5600000	0.0443020700156579	935	30840	696130	33170
common	chrII	5600001	5650000	0.0373293284061095	1114	29951	802345	66575
white	chrII	5600001	5650000	0.0356349936626656	1114	29549	829213	39707
common	chrII	5650001	5700000	0.0594264192881178	494	21175	356323	28997
white	chrII	5650001	5700000	0.0329038570188372	494	11939	362845	22475
common	chrII	5700001	5750000	0.0410398485206822	962	27938	680753	69607
white	chrII	5700001	5750000	0.037556086556195	962	27002	718978	31382
common	chrII	5750001	5800000	0.038585083342368	1098	30607	793234	63206
white	chrII	5750001	5800000	0.0363443062381251	1098	29707	817377	39063
common	chrII	5800001	5850000	0.0393143799631738	786	22120	562644	50436
white	chrII	5800001	5850000	0.0370317187620195	786	21663	584985	28095
white	chrII	5850001	5900000	0.0415908611115723	1124	35068	843166	33554
common	chrII	5850001	5900000	0.0380959491324013	1124	30616	803655	73065
common	chrII	5900001	5950000	0.042209148086797	1091	33253	787815	63165
white	chrII	5900001	5950000	0.0417483104235064	1091	33685	806859	44121
common	chrII	5950001	6000000	0.0391416302578332	1117	31329	800401	70859
white	chrII	5950001	6000000	0.0398050200037874	1117	33211	834342	36918
common	chrII	6000001	6050000	0.0290048145695279	1091	22730	783663	67317
white	chrII	6000001	6050000	0.0253409378804075	1091	20505	809165	41815
common	chrII	6050001	6100000	0.0382272335046973	915	25163	658248	55452
white	chrII	6050001	6100000	0.0370398627859787	915	25245	681563	32137
common	chrII	6100001	6150000	0.0271792157965238	1354	26296	967504	88616
white	chrII	6100001	6150000	0.0251255238806589	1354	25431	1012158	43962
common	chrII	6150001	6200000	0.0429552222716308	1251	38253	890532	85248
white	chrII	6150001	6200000	0.0403393548359456	1251	37663	933654	42126
white	chrII	6200001	6250000	0.0289716025962509	919	19930	687915	28905
common	chrII	6200001	6250000	0.0294301004252797	919	19072	648044	68776
common	chrII	6250001	6300000	0.0244398597985713	1248	22034	901560	71880
white	chrII	6250001	6300000	0.0261097567981512	1248	24088	922567	50873
common	chrII	6300001	6350000	0.0149901952145478	945	10037	669571	67529
white	chrII	6300001	6350000	0.0143327137310361	945	10155	708519	28581
common	chrII	6350001	6400000	0.0385918041561861	886	24441	633321	57759
white	chrII	6350001	6400000	0.0392201692479835	886	25903	660451	30629
common	chrII	6400001	6450000	0.0198207846917282	781	11104	560220	48960
white	chrII	6400001	6450000	0.0196257526824274	781	11388	580258	28922
common	chrII	6450001	6500000	0.0405505276805284	986	28806	710373	58707
white	chrII	6450001	6500000	0.0405231502434715	986	29726	733556	35524
common	chrII	6500001	6550000	0.0635713502189855	1041	47522	747538	64442
white	chrII	6500001	6550000	0.0597499579380589	1041	46167	772670	39310
white	chrII	6550001	6600000	0.0343448042475625	1042	26793	780118	32642
common	chrII	6550001	6600000	0.0315061079844926	1042	23462	744681	68079
common	chrII	6600001	6650000	0.0347294777799794	1253	30847	888208	89132
white	chrII	6600001	6650000	0.0329153103836389	1253	30882	938226	39114
common	chrII	6650001	6700000	0.0327191121908743	1089	25777	787827	61593
white	chrII	6650001	6700000	0.0304551506362506	1089	24613	808172	41248
common	chrII	6700001	6750000	0.0393492582278363	1197	33855	860372	73288
white	chrII	6700001	6750000	0.0378522494683236	1197	34102	900924	32736
common	chrII	6750001	6800000	0.0218658751340057	858	13584	621242	47998
white	chrII	6750001	6800000	0.0227654707798045	858	14561	639609	29631
common	chrII	6800001	6850000	0.0178890033942432	978	12533	700598	62242
white	chrII	6800001	6850000	0.0184519782985564	978	13475	730274	32566
common	chrII	6850001	6900000	0.0433076160326151	1105	34460	795703	66197
white	chrII	6850001	6900000	0.0388575695170863	1105	32058	825013	36887
white	chrII	6900001	6950000	0.0171961580566272	962	12221	710682	39678
common	chrII	6900001	6950000	0.0170332941296046	962	11731	688710	61650
common	chrII	6950001	7000000	0.0247889083334806	946	16828	678852	59028
white	chrII	6950001	7000000	0.0258665287118468	946	18200	703612	34268
common	chrII	7000001	7050000	0.0281726721649686	857	17247	612189	56271
white	chrII	7000001	7050000	0.0318426409556421	857	20179	633710	34750
common	chrII	7050001	7100000	0.0197702568602791	1095	15500	784006	70094
white	chrII	7050001	7100000	0.0180260565930053	1095	14687	814765	39335
common	chrII	7100001	7150000	0.0198626131983428	848	11991	603697	57743
white	chrII	7100001	7150000	0.0217276782801202	848	13652	628323	33117
common	chrII	7150001	7200000	0.0168961057255183	1086	13194	780890	66190
white	chrII	7150001	7200000	0.0198030740508104	1086	15953	805582	41498
common	chrII	7200001	7250000	0.0185669863025326	998	13124	706846	71594
white	chrII	7200001	7250000	0.0192936810471753	998	14349	743715	34725
common	chrII	7250001	7300000	0.0286281156688342	1051	21687	757542	62238
white	chrII	7250001	7300000	0.0232093794289047	1051	18145	781796	37984
white	chrII	7300001	7350000	0.0111999174465052	1120	9334	833399	40201
common	chrII	7300001	7350000	0.0124225873016073	1120	9855	793313	80287
common	chrII	7350001	7400000	0.0140490280710147	662	6754	480745	35615
white	chrII	7350001	7400000	0.0112456387239676	662	5402	480364	35996
common	chrII	7400001	7450000	0.0212752425992435	790	12043	566057	50143
white	chrII	7400001	7450000	0.0183690003427633	790	10611	577658	38542
common	chrII	7450001	7500000	0.0173202397246621	1059	13034	752530	73490
white	chrII	7450001	7500000	0.0186578058309118	1059	14762	791197	34823
common	chrII	7500001	7550000	0.0163848040726268	900	10634	649016	52984
white	chrII	7500001	7550000	0.0159397119202564	900	10618	666135	35865
common	chrII	7550001	7600000	0.019200593371107	798	10976	571649	50791
white	chrII	7550001	7600000	0.0194834495066841	798	11572	593940	28500
common	chrII	7600001	7650000	0.0229835562225108	965	15959	694366	58334
white	chrII	7600001	7650000	0.022923171796825	965	16430	716742	35958
white	chrII	7650001	7700000	0.0245757015081401	1030	18901	769093	34307
common	chrII	7650001	7700000	0.0295588113454332	1030	21763	736261	67139
common	chrII	7700001	7750000	0.0246532827396374	1004	17698	717876	65244
white	chrII	7700001	7750000	0.0170431786425741	1004	12722	746457	36663
common	chrII	7750001	7800000	0.0167443517905208	1041	12311	735233	76747
white	chrII	7750001	7800000	0.0167045029697322	1041	13002	778353	33627
common	chrII	7800001	7850000	0.0175497971597917	940	11823	673683	59517
white	chrII	7800001	7850000	0.0170146034353759	940	11848	696343	36857
common	chrII	7850001	7900000	0.0333605695222531	928	22170	664557	59283
white	chrII	7850001	7900000	0.0274983593819344	928	18898	687241	36599
common	chrII	7900001	7950000	0.0144726492670718	989	10120	699250	72170
white	chrII	7900001	7950000	0.0124944518118651	989	9205	736727	34693
common	chrII	7950001	8000000	0.0415417867071332	1109	32905	792094	72926
white	chrII	7950001	8000000	0.0375602712310953	1109	31136	828961	36059
common	chrII	8000001	8050000	0.0217905442244456	1154	17985	825358	74762
white	chrII	8000001	8050000	0.0207118367271192	1154	17857	862164	37956
white	chrII	8050001	8100000	0.0258685271287856	1109	21409	827608	37412
common	chrII	8050001	8100000	0.0247154390011532	1109	19716	797720	67300
common	chrII	8100001	8150000	0.0372746756071424	1060	28106	754024	72776
white	chrII	8100001	8150000	0.0358030092636624	1060	28233	788565	38235
common	chrII	8150001	8200000	0.0242894782547642	1137	19719	811833	75027
white	chrII	8150001	8200000	0.0230595791199781	1137	19575	848888	37972
common	chrII	8200001	8250000	0.0276065660729832	1207	23940	867185	74275
white	chrII	8200001	8250000	0.0262045167712462	1207	23587	900112	41348
common	chrII	8250001	8300000	0.0253896125795181	1112	20327	800603	66757
white	chrII	8250001	8300000	0.026061526334751	1112	21557	827158	40202
common	chrII	8300001	8350000	0.016935150764147	980	11890	702090	62310
white	chrII	8300001	8350000	0.0203694382580275	980	14771	725155	39245
common	chrII	8350001	8400000	0.0168649759677728	1158	13916	825142	78098
white	chrII	8350001	8400000	0.0233767112342814	1158	20042	857349	45891
white	chrII	8400001	8450000	0.0205329878061447	1035	15815	770224	37076
common	chrII	8400001	8450000	0.0170695669187745	1035	12650	741085	66215
common	chrII	8450001	8500000	0.0208251563534059	971	14538	698098	59282
white	chrII	8450001	8500000	0.0175222773135466	971	12634	721025	36355
common	chrII	8500001	8550000	0.0243907420964986	1295	22688	930189	79911
white	chrII	8500001	8550000	0.0226003389170399	1295	21819	965428	44672
common	chrII	8550001	8600000	0.0276455333865634	1211	24029	869182	75398
white	chrII	8550001	8600000	0.0305114000477839	1211	27329	895698	48882
common	chrII	8600001	8650000	0.0303133560145421	1056	22863	754222	69458
white	chrII	8600001	8650000	0.0311194025115328	1056	24521	787965	35715
common	chrII	8650001	8700000	0.0364197648221907	1178	30650	841576	77264
white	chrII	8650001	8700000	0.036714976944373	1178	32279	879178	39662
common	chrII	8700001	8750000	0.0318512074114133	893	20319	637935	58605
white	chrII	8700001	8750000	0.0337347909518401	893	22397	663914	32626
white	chrII	8750001	8800000	0.0379306205737606	782	22120	583170	26790
common	chrII	8750001	8800000	0.0440164370177732	782	24508	556792	53168
white	chrII	8800001	8850000	0.0266878260260119	817	15993	599262	37998
common	chrII	8800001	8850000	0.0329033242359003	817	19410	589910	47350
common	chrII	8850001	8900000	0.0327130860457883	1024	24191	739490	59230
white	chrII	8850001	8900000	0.0312894418597282	1024	23700	757444	41276
common	chrII	8900001	8950000	0.0327501080046904	907	21226	648120	59340
white	chrII	8900001	8950000	0.027670998480669	907	18759	677930	29530
common	chrII	8950001	9000000	0.0347263194220258	1006	24956	718648	66032
white	chrII	8950001	9000000	0.034209236800196	1006	25691	750996	33684
common	chrII	9000001	9050000	0.0275814918141105	1218	24044	871744	78296
white	chrII	9000001	9050000	0.0244621704420397	1218	22206	907769	42271
common	chrII	9050001	9100000	0.0179183041220848	977	12493	697220	64840
white	chrII	9050001	9100000	0.0176929379988467	977	12826	724922	37138
common	chrII	9100001	9150000	0.014005752731721	1015	10167	725916	65784
white	chrII	9100001	9150000	0.0139532848109323	1015	10521	754016	37684
white	chrII	9150001	9200000	0.0106269018652258	907	7222	679596	27864
common	chrII	9150001	9200000	0.0134748858093384	907	8688	644755	62705
common	chrII	9200001	9250000	0.0164255428302219	1097	12935	787493	68167
white	chrII	9200001	9250000	0.0179717918596833	1097	14595	812106	43554
common	chrII	9250001	9300000	0.0232181386677169	977	16152	695663	66397
white	chrII	9250001	9300000	0.0245213408378239	977	17806	726143	35917
common	chrII	9300001	9350000	0.0292962640666392	954	19762	674557	69563
white	chrII	9300001	9350000	0.0269333927802804	954	19210	713241	30879
common	chrII	9350001	9400000	0.0256973459286847	1050	19257	749377	69623
white	chrII	9350001	9400000	0.0254814723822758	1050	19914	781509	37491
common	chrII	9400001	9450000	0.0259875114189866	1094	20397	784877	68443
white	chrII	9400001	9450000	0.0284617715629108	1094	23293	818396	34924
common	chrII	9450001	9500000	0.0140927653849789	1025	10287	729949	69551
white	chrII	9450001	9500000	0.0135328642184734	1025	10339	763992	35508
white	chrII	9500001	9550000	0.0080818801197948	876	5300	655788	27492
common	chrII	9500001	9550000	0.0091735798347223	876	5748	626582	56698
common	chrII	9550001	9600000	0.0162758950154882	926	10766	661469	60811
white	chrII	9550001	9600000	0.0160263227576387	926	11076	691113	31167
common	chrII	9600001	9650000	0.0279626337859653	860	17131	612639	58161
white	chrII	9600001	9650000	0.0299627990758507	860	19129	638425	32375
common	chrII	9650001	9700000	0.0230175064471335	906	14852	645248	61432
white	chrII	9650001	9700000	0.0236590216686902	906	15881	671245	35435
common	chrII	9700001	9750000	0.0145606196206553	850	8753	601142	61858
white	chrII	9700001	9750000	0.012800556791302	850	8166	637941	25059
common	chrII	9750001	9800000	0.0245471804463837	993	17507	713198	61342
white	chrII	9750001	9800000	0.0227250187144815	993	16727	736061	38479
common	chrII	9800001	9850000	0.0290766272197373	1041	21440	737362	74618
white	chrII	9800001	9850000	0.0321722751028663	1041	25005	777222	34758
white	chrII	9850001	9900000	0.023978005008046	936	16614	692885	37195
common	chrII	9850001	9900000	0.0235531919654511	936	15789	670355	59725
common	chrII	9900001	9950000	0.034864043573989	939	22992	659476	72944
white	chrII	9900001	9950000	0.0339301783449419	939	23943	705655	26765
common	chrII	9950001	10000000	0.018736161087994	801	10721	572209	52571
white	chrII	9950001	10000000	0.0222624034835243	801	13211	593422	31358
common	chrII	10000001	10050000	0.0167905479213942	872	10529	627079	53081
white	chrII	10000001	10050000	0.0233579811953545	872	15169	649414	30746
common	chrII	10050001	10100000	0.0180337020979788	1007	12824	711113	74347
white	chrII	10050001	10100000	0.0240684168634386	1007	18113	752563	32897
common	chrII	10100001	10150000	0.0237603214813031	952	16189	681346	61214
white	chrII	10100001	10150000	0.0213891606449593	952	15173	709378	33182
common	chrII	10150001	10200000	0.0289468429250369	884	18120	625975	63545
white	chrII	10150001	10200000	0.025424949909982	884	16763	659313	30207
common	chrII	10200001	10250000	0.0295204380477933	1038	22115	749142	60498
white	chrII	10200001	10250000	0.0281839383823404	1038	21571	765365	44275
white	chrII	10250001	10300000	0.0220331899721212	771	12495	567099	34281
common	chrII	10250001	10300000	0.0242194972695639	771	13496	557237	44143
common	chrII	10300001	10350000	0.0295602182235323	1046	22161	749690	66190
white	chrII	10300001	10350000	0.030147035452517	1046	23712	786545	29335
common	chrII	10350001	10400000	0.0289265335620058	1032	21454	741672	63288
white	chrII	10350001	10400000	0.0270611217756995	1032	20765	767337	37623
common	chrII	10400001	10450000	0.0136743621951747	970	9471	692610	63990
white	chrII	10400001	10450000	0.0141904278110298	970	10280	724432	32168
common	chrII	10450001	10500000	0.0132062649931635	1204	11291	854973	84147
white	chrII	10450001	10500000	0.0123413109495722	1204	11127	901606	37514
common	chrII	10500001	10550000	0.0150695457182731	1063	11532	765252	63888
white	chrII	10500001	10550000	0.0146850223129983	1063	11626	791691	37449
common	chrII	10550001	10600000	0.016653215487884	1064	12690	762015	67905
white	chrII	10550001	10600000	0.0160160527665069	1064	12651	789895	40025
white	chrII	10600001	10650000	0.0203131828973946	1015	15477	761919	29781
common	chrII	10600001	10650000	0.0196038711020153	1015	14129	720725	70975
common	chrII	10650001	10700000	0.0138396058975425	1027	10285	743157	57903
white	chrII	10650001	10700000	0.0166260772441516	1027	12623	759229	41831
common	chrII	10700001	10750000	0.014526296788642	924	9496	653711	67009
white	chrII	10700001	10750000	0.0194598905281473	924	13421	689675	31045
common	chrII	10750001	10800000	0.0185834420529119	781	10384	558777	50403
white	chrII	10750001	10800000	0.0190375197424528	781	11005	578069	31111
common	chrII	10800001	10850000	0.0202916431874742	999	14440	711623	67597
white	chrII	10800001	10850000	0.0161864370657687	999	12152	750752	28468
common	chrII	10850001	10900000	0.0151063412012732	1080	11694	774112	68288
white	chrII	10850001	10900000	0.0101015580787189	1080	8193	811063	31337
common	chrII	10900001	10950000	0.0239078202117921	1270	21861	914387	76213
white	chrII	10900001	10950000	0.0247169964551386	1270	23435	948133	42467
common	chrII	10950001	11000000	0.0370808851471834	1056	27907	752598	71082
white	chrII	10950001	11000000	0.0388045186665414	1056	30565	787666	36014
white	chrII	11000001	11050000	0.0169677491143492	1039	13114	772878	37542
common	chrII	11000001	11050000	0.0226286773621612	1039	16796	742244	68176
common	chrII	11050001	11100000	0.0140542138299167	809	8083	575130	55890
white	chrII	11050001	11100000	0.0201716588773038	809	12167	603173	27847
common	chrII	11100001	11150000	0.0097492941340753	824	5725	587222	55498
white	chrII	11100001	11150000	0.0146136485901355	824	8910	609704	33016
common	chrII	11150001	11200000	0.009976902293088	821	5801	581443	58937
white	chrII	11150001	11200000	0.0121065693454634	821	7371	608843	31537
common	chrII	11200001	11250000	0.0139191324802819	777	7645	549244	56816
white	chrII	11200001	11250000	0.0143594791558733	777	8315	579060	27000
common	chrII	11250001	11300000	0.0147516244464403	1078	11349	769339	71501
white	chrII	11250001	11300000	0.0151437629228057	1078	12224	807197	33643
common	chrII	11300001	11350000	0.0149050109061055	1044	11111	745454	68866
white	chrII	11300001	11350000	0.0145725822234582	1044	11318	776664	37656
white	chrII	11350001	11400000	0.0157237089283708	692	8119	516354	23406
common	chrII	11350001	11400000	0.0162966638228181	692	8080	495807	43953
common	chrII	11400001	11450000	0.0205870934545934	750	11083	538347	46653
white	chrII	11400001	11450000	0.0190362082572968	750	10661	560038	24962
common	chrII	11450001	11500000	0.0228331627377253	1064	17422	763013	66907
white	chrII	11450001	11500000	0.0236203325280947	1064	18656	789828	40092
common	chrII	11500001	11550000	0.0218387022609658	1028	15863	726371	75469
white	chrII	11500001	11550000	0.0224040578170921	1028	17129	764549	37291
common	chrII	11550001	11600000	0.0117009711552398	1148	9687	827880	67560
white	chrII	11550001	11600000	0.0143452531450149	1148	12312	858263	37177
common	chrII	11600001	11650000	0.0177578935727811	1022	13007	732463	64697
white	chrII	11600001	11650000	0.0180232634553459	1022	13713	760850	36310
common	chrII	11650001	11700000	0.0109065037362589	1009	7956	729473	57547
white	chrII	11650001	11700000	0.0099259452773453	1009	7447	750256	36764
common	chrII	11700001	11750000	0.0150186950847753	828	8873	590797	55043
white	chrII	11700001	11750000	0.0183482782622937	828	11203	610575	35265
common	chrII	11750001	11800000	0.0227080005208548	884	14300	629734	59786
white	chrII	11750001	11800000	0.0274153652148608	884	18088	659776	29744
white	chrII	11800001	11850000	0.0196233706774208	1109	16330	832171	32849
common	chrII	11800001	11850000	0.0201894727577904	1109	16058	795365	69655
common	chrII	11850001	11900000	0.0096020069859688	1133	7785	810768	72972
white	chrII	11850001	11900000	0.0120939679963386	1133	10253	847778	35962
common	chrII	11900001	11950000	0.0088617548345852	1095	6931	782125	71975
white	chrII	11900001	11950000	0.009651951436446	1095	7911	819627	34473
common	chrII	11950001	12000000	0.0190700353412169	978	13409	703145	59695
white	chrII	11950001	12000000	0.0170459960140378	978	12342	724041	38799
common	chrII	12000001	12050000	0.0114717451530343	1135	9350	815046	70254
white	chrII	12000001	12050000	0.011517600765713	1135	9747	846270	39030
common	chrII	12050001	12100000	0.0213673264914459	1063	16400	767527	61613
white	chrII	12050001	12100000	0.0209693103483387	1063	16475	785672	43468
common	chrII	12100001	12150000	0.0304433681201647	809	17637	579338	51682
white	chrII	12100001	12150000	0.0263858178103853	809	15835	600133	30887
white	chrII	12150001	12200000	0.0314223048298207	1044	24226	770981	43339
common	chrII	12150001	12200000	0.0326354274980713	1044	24324	745325	68995
common	chrII	12200001	12250000	0.0329870035463754	1084	25412	770364	75156
white	chrII	12200001	12250000	0.0316225046452608	1084	25494	806198	39322
common	chrII	12250001	12300000	0.0261876867162289	1043	19469	743441	70099
white	chrII	12250001	12300000	0.0224275835696759	1043	17595	784525	29015
common	chrII	12300001	12350000	0.0116885834261062	886	7318	626081	64999
white	chrII	12300001	12350000	0.013189229349735	886	8734	662207	28873
common	chrII	12350001	12400000	0.0187104880175303	1265	16932	904947	81753
white	chrII	12350001	12400000	0.0179476951671284	1265	16918	942628	44072
common	chrII	12400001	12450000	0.0159207696191325	1007	11510	722955	62505
white	chrII	12400001	12450000	0.0163679211215463	1007	12238	747682	37778
common	chrII	12450001	12500000	0.0142534090754287	1024	10463	734070	64650
white	chrII	12450001	12500000	0.014146751690207	1024	10682	755085	43635
white	chrII	12500001	12550000	0.0152581420639917	943	10663	698840	36700
common	chrII	12500001	12550000	0.0153305994374145	943	10475	683274	52266
common	chrII	12550001	12600000	0.0203922558720159	692	10177	499062	40698
white	chrII	12550001	12600000	0.0199632292142919	692	10261	513995	25765
common	chrII	12600001	12650000	0.0172264751227598	632	7732	448844	44116
white	chrII	12600001	12650000	0.0179113565442413	632	8472	472996	19964
common	chrII	12650001	12700000	0.019510730694365	1019	14103	722833	71987
white	chrII	12650001	12700000	0.0253972646058977	1019	19275	758940	35880
common	chrII	12700001	12750000	0.0218804446842193	948	14844	678414	61026
white	chrII	12700001	12750000	0.0246170229035738	948	17384	706178	33262
common	chrII	12750001	12800000	0.0136945897979628	1097	10772	786588	69072
white	chrII	12750001	12800000	0.0165682923035278	1097	13527	816439	39221
common	chrII	12800001	12850000	0.0234800606259919	784	13137	559496	52024
white	chrII	12800001	12850000	0.0217707886959891	784	12752	585739	25781
white	chrII	12850001	12900000	0.0249275340599284	1074	19960	800721	36999
common	chrII	12850001	12900000	0.0237760862296178	1074	18132	762615	75105
common	chrII	12900001	12950000	0.0170354494902687	958	11764	690560	56680
white	chrII	12900001	12950000	0.0197623007798538	958	14044	710646	36594
common	chrII	12950001	13000000	0.0175253530541701	1125	14105	804834	72666
white	chrII	12950001	13000000	0.0174118460060011	1125	14513	833513	43987
common	chrII	13000001	13050000	0.0219194141768891	1124	17463	796691	80029
white	chrII	13000001	13050000	0.0209391504646732	1124	17599	840483	36237
common	chrII	13050001	13100000	0.0259057669461476	1225	22722	877102	78398
white	chrII	13050001	13100000	0.0267446719598829	1225	24384	911733	43767
common	chrII	13100001	13150000	0.0277960333822483	928	18525	666462	57378
white	chrII	13100001	13150000	0.0275926938641583	928	18921	685725	38115
common	chrII	13150001	13200000	0.0244032607891246	989	17147	702652	68768
white	chrII	13150001	13200000	0.0242546808996075	989	17966	740723	30697
common	chrII	13200001	13250000	0.0308798383335924	904	19865	643300	61820
white	chrII	13200001	13250000	0.0311201715334219	904	20929	672522	32598
white	chrII	13250001	13300000	0.0212606508171318	687	10894	512402	23458
common	chrII	13250001	13300000	0.0228320247569249	687	11126	487298	48562
common	chrII	13300001	13350000	0.017252419151768	771	9592	555980	45400
white	chrII	13300001	13350000	0.0155843334217874	771	8868	569033	32347
common	chrII	13350001	13400000	0.0093804948708084	1083	7266	774586	70154
white	chrII	13350001	13400000	0.009959023672865	1083	8018	805099	39641
common	chrII	13400001	13450000	0.0061649682588889	914	4037	654829	58091
white	chrII	13400001	13450000	0.0039904852465386	914	2711	679366	33554
common	chrII	13450001	13500000	0.0165811086193647	1027	12148	732641	68419
white	chrII	13450001	13500000	0.0134241994617217	1027	10245	763174	37886
common	chrII	13500001	13550000	0.0091588649762616	1098	7213	787543	68897
white	chrII	13500001	13550000	0.0057247409698226	1098	4687	818727	37713
common	chrII	13550001	13600000	0.0125237021906991	1032	9240	737801	67159
white	chrII	13550001	13600000	0.0118501379139051	1032	9065	764970	39990
white	chrII	13600001	13650000	0.0151547057118322	980	11083	731324	33076
common	chrII	13600001	13650000	0.0153688127168377	980	10698	696085	68315
common	chrII	13650001	13700000	0.010311706809342	774	5647	547630	56090
white	chrII	13650001	13700000	0.0109107338217169	774	6303	577688	26032
common	chrII	13700001	13750000	0.0191632912157668	1153	15849	827050	72290
white	chrII	13700001	13750000	0.0199955759424406	1153	17175	858940	40400
common	chrII	13750001	13800000	0.0299301791904692	659	14099	471063	42957
white	chrII	13750001	13800000	0.0317579212111247	659	15645	492633	21387
common	chrII	13800001	13850000	0.0338918344699376	1175	28586	843448	73052
white	chrII	13800001	13850000	0.0325284576955539	1175	28519	876740	39760
common	chrII	13850001	13900000	0.0272352402301816	1181	23011	844898	76282
white	chrII	13850001	13900000	0.0267549491433443	1181	23566	880809	40371
common	chrII	13900001	13950000	0.0246550359588451	891	15763	639342	55638
white	chrII	13900001	13950000	0.0267362311867566	891	17782	665090	29890
common	chrII	13950001	14000000	0.0342182779947681	952	23663	691531	51029
white	chrII	13950001	14000000	0.036964582243352	952	26000	703376	39184
white	chrII	14000001	14050000	0.021772817951602	1048	17015	781479	35961
common	chrII	14000001	14050000	0.0209850801409193	1048	15791	752487	64953
common	chrII	14050001	14100000	0.0217467682389551	1000	15598	717256	62744
white	chrII	14050001	14100000	0.02036034940516	1000	15069	740115	39885
common	chrII	14100001	14150000	0.0234827507791912	1041	17555	747570	64410
white	chrII	14100001	14150000	0.0247363038563666	1041	19181	775419	36561
common	chrII	14150001	14200000	0.0326621960438795	1033	24022	735468	70272
white	chrII	14150001	14200000	0.0329249637038441	1033	25354	770054	35686
common	chrII	14200001	14250000	0.0286025951622927	991	20295	709551	63429
white	chrII	14200001	14250000	0.0284939638534024	991	21082	739876	33104
common	chrII	14250001	14300000	0.0391390891643757	862	24146	616928	55432
white	chrII	14250001	14300000	0.0438137429485822	862	28147	642424	29936
common	chrII	14300001	14350000	0.0142335550548747	781	7941	557907	51273
white	chrII	14300001	14350000	0.0143710094909404	781	8328	579500	29680
white	chrII	14350001	14400000	0.0249452460914581	1041	19260	772091	39889
common	chrII	14350001	14400000	0.0235656553792901	1041	17456	740739	71241
common	chrII	14400001	14450000	0.0263774510475616	720	13475	510853	50747
white	chrII	14400001	14450000	0.0221057442002024	720	11948	540493	21107
common	chrII	14450001	14500000	0.0109946146813674	995	7805	709893	66207
white	chrII	14450001	14500000	0.0119208619803921	995	8841	741641	34459
common	chrII	14500001	14550000	0.0097565776629713	870	6047	619787	58813
white	chrII	14500001	14550000	0.0114394646819884	870	7387	645747	32853
common	chrII	14550001	14600000	0.027918585180756	1110	21992	787719	78081
white	chrII	14550001	14600000	0.0219711857254807	1110	18224	829450	36350
common	chrII	14600001	14650000	0.0227567137483889	849	13843	608304	53916
white	chrII	14600001	14650000	0.0245784805711673	849	15433	627907	34313
common	chrII	14650001	14700000	0.018558064335246	601	7943	428008	40772
white	chrII	14650001	14700000	0.0170089671830676	601	7591	446294	22486
common	chrII	14700001	14750000	0.0249216202876587	605	10755	431553	40347
white	chrII	14700001	14750000	0.0283915836676788	605	12688	446893	25007
white	chrII	14750001	14800000	0.0262071114581272	763	14970	571219	23921
common	chrII	14750001	14800000	0.0303712946910049	763	16502	543342	51798
common	chrII	14800001	14850000	0.0179103008383661	767	9825	548567	49693
white	chrII	14800001	14850000	0.0165136687085763	767	9473	573646	24614
common	chrII	14850001	14900000	0.0221609213917525	691	11006	496640	42340
white	chrII	14850001	14900000	0.0320096452969407	691	16381	511752	27228
common	chrII	14900001	14950000	0.0226960774837125	875	14088	620724	61776
white	chrII	14900001	14950000	0.0231328780907463	875	15058	650935	31565
common	chrII	14950001	15000000	0.0275488468967992	598	11666	423466	42974
white	chrII	14950001	15000000	0.0312961758308575	598	14000	447339	19101
common	chrII	15000001	15050000	0.033937314829253	889	21764	641300	52120
white	chrII	15000001	15050000	0.0381575194867188	889	25020	655703	37717
common	chrII	15050001	15100000	0.028577167044378	943	19066	667176	68364
white	chrII	15050001	15100000	0.0299517746145665	943	21067	703364	32176
white	chrII	15100001	15150000	0.0092836139205738	839	5746	618940	35480
common	chrII	15100001	15150000	0.0114516016260974	839	6879	600702	53718
common	chrII	15150001	15200000	0.0156405573555864	1017	11373	727148	66112
white	chrII	15150001	15200000	0.0161663457957993	1017	12243	757314	35946
common	chrII	15200001	15250000	0.0156681294562573	1123	12607	804627	71313
white	chrII	15200001	15250000	0.0134885433116658	1123	11249	833967	41973
common	chrII	15250001	15300000	0.0383910272422764	968	26281	684561	70479
white	chrII	15250001	15300000	0.0406828160002656	968	29402	722713	32327
common	chrII	15300001	15350000	0.0361644829825432	1170	30296	837728	74872
white	chrII	15300001	15350000	0.0283778576563623	1170	24671	869375	43225
common	chrII	15350001	15400000	0.0507495785727664	928	33869	667375	56465
white	chrII	15350001	15400000	0.0506080656058523	928	34756	686768	37072
common	chrII	15400001	15450000	0.0155932954293731	953	10559	677150	66190
white	chrII	15400001	15450000	0.0170125330425495	953	12138	713474	29866
